id;reportsuitename;data;hour;termo;quantidade;arquivo;createdat
1575;CB - CasasBahia.com.br;09/08/2018;13;iphone;435;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1576;CB - CasasBahia.com.br;09/08/2018;13;geladeira;412;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1577;CB - CasasBahia.com.br;09/08/2018;13;microondas;377;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1578;CB - CasasBahia.com.br;09/08/2018;13;sofa;281;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1579;CB - CasasBahia.com.br;09/08/2018;13;painel para tv;225;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1580;CB - CasasBahia.com.br;09/08/2018;13;armÃ¡rio de cozinha;335;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:07.0000000
1581;CB - CasasBahia.com.br;09/08/2018;14;celular;896;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1582;CB - CasasBahia.com.br;09/08/2018;14;guarda roupas de casal;472;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1583;CB - CasasBahia.com.br;09/08/2018;14;guarda roupa;555;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1584;CB - CasasBahia.com.br;09/08/2018;14;notebook;454;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1585;CB - CasasBahia.com.br;09/08/2018;14;iphone;431;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1586;CB - CasasBahia.com.br;09/08/2018;14;geladeira;297;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1587;CB - CasasBahia.com.br;09/08/2018;14;microondas;463;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1588;CB - CasasBahia.com.br;09/08/2018;14;sofa;306;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1589;CB - CasasBahia.com.br;09/08/2018;14;painel para tv;202;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1590;CB - CasasBahia.com.br;09/08/2018;14;armÃ¡rio de cozinha;283;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:07.0000000
1591;CB - CasasBahia.com.br;09/08/2018;15;celular;1246;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1592;CB - CasasBahia.com.br;09/08/2018;15;guarda roupas de casal;634;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1593;CB - CasasBahia.com.br;09/08/2018;15;guarda roupa;549;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1594;CB - CasasBahia.com.br;09/08/2018;15;notebook;394;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1595;CB - CasasBahia.com.br;09/08/2018;15;iphone;481;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1596;CB - CasasBahia.com.br;09/08/2018;15;geladeira;377;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1597;CB - CasasBahia.com.br;09/08/2018;15;microondas;339;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1598;CB - CasasBahia.com.br;09/08/2018;15;sofa;294;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1599;CB - CasasBahia.com.br;09/08/2018;15;painel para tv;316;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1600;CB - CasasBahia.com.br;09/08/2018;15;armÃ¡rio de cozinha;236;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:07.0000000
1601;CB - CasasBahia.com.br;09/08/2018;16;celular;803;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1602;CB - CasasBahia.com.br;09/08/2018;16;guarda roupas de casal;422;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1603;CB - CasasBahia.com.br;09/08/2018;16;guarda roupa;579;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1604;CB - CasasBahia.com.br;09/08/2018;16;notebook;446;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1605;CB - CasasBahia.com.br;09/08/2018;16;iphone;412;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1606;CB - CasasBahia.com.br;09/08/2018;16;geladeira;452;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1607;CB - CasasBahia.com.br;09/08/2018;16;microondas;344;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1608;CB - CasasBahia.com.br;09/08/2018;16;sofa;361;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1609;CB - CasasBahia.com.br;09/08/2018;16;painel para tv;268;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1610;CB - CasasBahia.com.br;09/08/2018;16;armÃ¡rio de cozinha;205;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:07.0000000
1611;CB - CasasBahia.com.br;09/08/2018;17;celular;762;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1612;CB - CasasBahia.com.br;09/08/2018;17;guarda roupas de casal;384;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1613;CB - CasasBahia.com.br;09/08/2018;17;guarda roupa;462;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1614;CB - CasasBahia.com.br;09/08/2018;17;notebook;406;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1615;CB - CasasBahia.com.br;09/08/2018;17;iphone;353;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1616;CB - CasasBahia.com.br;09/08/2018;17;geladeira;324;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1617;CB - CasasBahia.com.br;09/08/2018;17;microondas;296;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1618;CB - CasasBahia.com.br;09/08/2018;17;sofa;242;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1619;CB - CasasBahia.com.br;09/08/2018;17;painel para tv;224;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1620;CB - CasasBahia.com.br;09/08/2018;17;armÃ¡rio de cozinha;136;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:07.0000000
1621;CB - CasasBahia.com.br;09/08/2018;18;celular;682;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1622;CB - CasasBahia.com.br;09/08/2018;18;guarda roupas de casal;460;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1623;CB - CasasBahia.com.br;09/08/2018;18;guarda roupa;343;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1624;CB - CasasBahia.com.br;09/08/2018;18;notebook;316;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1625;CB - CasasBahia.com.br;09/08/2018;18;iphone;292;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1626;CB - CasasBahia.com.br;09/08/2018;18;geladeira;276;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1627;CB - CasasBahia.com.br;09/08/2018;18;microondas;306;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1628;CB - CasasBahia.com.br;09/08/2018;18;sofa;237;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1629;CB - CasasBahia.com.br;09/08/2018;18;painel para tv;254;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1630;CB - CasasBahia.com.br;09/08/2018;18;armÃ¡rio de cozinha;154;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:07.0000000
1631;CB - CasasBahia.com.br;09/08/2018;19;celular;829;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1632;CB - CasasBahia.com.br;09/08/2018;19;guarda roupas de casal;579;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1633;CB - CasasBahia.com.br;09/08/2018;19;guarda roupa;397;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1634;CB - CasasBahia.com.br;09/08/2018;19;notebook;347;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1635;CB - CasasBahia.com.br;09/08/2018;19;iphone;266;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1636;CB - CasasBahia.com.br;09/08/2018;19;geladeira;277;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1637;CB - CasasBahia.com.br;09/08/2018;19;microondas;238;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1638;CB - CasasBahia.com.br;09/08/2018;19;sofa;161;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1639;CB - CasasBahia.com.br;09/08/2018;19;painel para tv;155;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1640;CB - CasasBahia.com.br;09/08/2018;19;armÃ¡rio de cozinha;190;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:07.0000000
1641;CB - CasasBahia.com.br;09/08/2018;20;celular;807;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1642;CB - CasasBahia.com.br;09/08/2018;20;guarda roupas de casal;555;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1643;CB - CasasBahia.com.br;09/08/2018;20;guarda roupa;487;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1644;CB - CasasBahia.com.br;09/08/2018;20;notebook;333;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1645;CB - CasasBahia.com.br;09/08/2018;20;iphone;296;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1646;CB - CasasBahia.com.br;09/08/2018;20;geladeira;371;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1647;CB - CasasBahia.com.br;09/08/2018;20;microondas;262;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1648;CB - CasasBahia.com.br;09/08/2018;20;sofa;251;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1649;CB - CasasBahia.com.br;09/08/2018;20;painel para tv;217;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1650;CB - CasasBahia.com.br;09/08/2018;20;armÃ¡rio de cozinha;246;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:07.0000000
1651;CB - CasasBahia.com.br;09/08/2018;21;celular;895;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1652;CB - CasasBahia.com.br;09/08/2018;21;guarda roupas de casal;426;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1653;CB - CasasBahia.com.br;09/08/2018;21;guarda roupa;357;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1654;CB - CasasBahia.com.br;09/08/2018;21;notebook;369;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1655;CB - CasasBahia.com.br;09/08/2018;21;iphone;225;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1656;CB - CasasBahia.com.br;09/08/2018;21;geladeira;281;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1657;CB - CasasBahia.com.br;09/08/2018;21;microondas;314;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1658;CB - CasasBahia.com.br;09/08/2018;21;sofa;222;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1659;CB - CasasBahia.com.br;09/08/2018;21;painel para tv;189;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1660;CB - CasasBahia.com.br;09/08/2018;21;armÃ¡rio de cozinha;248;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:07.0000000
1661;CB - CasasBahia.com.br;09/08/2018;22;celular;604;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1662;CB - CasasBahia.com.br;09/08/2018;22;guarda roupas de casal;315;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1663;CB - CasasBahia.com.br;09/08/2018;22;guarda roupa;317;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1664;CB - CasasBahia.com.br;09/08/2018;22;notebook;205;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1665;CB - CasasBahia.com.br;09/08/2018;22;iphone;218;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1666;CB - CasasBahia.com.br;09/08/2018;22;geladeira;155;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1667;CB - CasasBahia.com.br;09/08/2018;22;microondas;127;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1668;CB - CasasBahia.com.br;09/08/2018;22;sofa;170;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1669;CB - CasasBahia.com.br;09/08/2018;22;painel para tv;212;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1670;CB - CasasBahia.com.br;09/08/2018;22;armÃ¡rio de cozinha;227;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:07.0000000
1671;CB - CasasBahia.com.br;09/08/2018;23;celular;441;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1672;CB - CasasBahia.com.br;09/08/2018;23;guarda roupas de casal;262;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1673;CB - CasasBahia.com.br;09/08/2018;23;guarda roupa;171;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1674;CB - CasasBahia.com.br;09/08/2018;23;notebook;166;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1675;CB - CasasBahia.com.br;09/08/2018;23;iphone;237;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1676;CB - CasasBahia.com.br;09/08/2018;23;geladeira;110;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1677;CB - CasasBahia.com.br;09/08/2018;23;microondas;84;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1678;CB - CasasBahia.com.br;09/08/2018;23;sofa;117;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1679;CB - CasasBahia.com.br;09/08/2018;23;painel para tv;96;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1680;CB - CasasBahia.com.br;09/08/2018;23;armÃ¡rio de cozinha;203;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:07.0000000
1681;EX - Extra.com.br;09/08/2018;0;iphone;15;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1682;EX - Extra.com.br;09/08/2018;0;tablet;18;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1683;EX - Extra.com.br;09/08/2018;0;microondas;30;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1684;EX - Extra.com.br;09/08/2018;0;extra online;17;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1685;EX - Extra.com.br;09/08/2018;0;pneu aro 14;13;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1686;EX - Extra.com.br;09/08/2018;0;cadastro clube extra;9;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1687;EX - Extra.com.br;09/08/2018;0;relÃ³gio masculino;42;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1688;EX - Extra.com.br;09/08/2018;0;cadeira escritÃ³rio;5;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1689;EX - Extra.com.br;09/08/2018;0;j7 prime;9;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1690;EX - Extra.com.br;09/08/2018;0;notebook;26;Thu.  9 Aug. 2018;2018-08-14 15:54:13.0000000
1691;EX - Extra.com.br;09/08/2018;1;iphone;16;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1692;EX - Extra.com.br;09/08/2018;1;tablet;0;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1693;EX - Extra.com.br;09/08/2018;1;microondas;4;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1694;EX - Extra.com.br;09/08/2018;1;extra online;5;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1695;EX - Extra.com.br;09/08/2018;1;pneu aro 14;3;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1696;EX - Extra.com.br;09/08/2018;1;cadastro clube extra;6;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1697;EX - Extra.com.br;09/08/2018;1;relÃ³gio masculino;4;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1698;EX - Extra.com.br;09/08/2018;1;cadeira escritÃ³rio;1;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1699;EX - Extra.com.br;09/08/2018;1;j7 prime;6;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1700;EX - Extra.com.br;09/08/2018;1;notebook;0;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:13.0000000
1701;EX - Extra.com.br;09/08/2018;2;iphone;45;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1702;EX - Extra.com.br;09/08/2018;2;tablet;21;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1703;EX - Extra.com.br;09/08/2018;2;microondas;0;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1704;EX - Extra.com.br;09/08/2018;2;extra online;6;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1705;EX - Extra.com.br;09/08/2018;2;pneu aro 14;1;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1706;EX - Extra.com.br;09/08/2018;2;cadastro clube extra;0;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1707;EX - Extra.com.br;09/08/2018;2;relÃ³gio masculino;0;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1708;EX - Extra.com.br;09/08/2018;2;cadeira escritÃ³rio;9;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1709;EX - Extra.com.br;09/08/2018;2;j7 prime;2;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1710;EX - Extra.com.br;09/08/2018;2;notebook;0;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:13.0000000
1711;EX - Extra.com.br;09/08/2018;3;iphone;5;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1712;EX - Extra.com.br;09/08/2018;3;tablet;2;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1713;EX - Extra.com.br;09/08/2018;3;microondas;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1714;EX - Extra.com.br;09/08/2018;3;extra online;3;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1715;EX - Extra.com.br;09/08/2018;3;pneu aro 14;18;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1716;EX - Extra.com.br;09/08/2018;3;cadastro clube extra;1;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1717;EX - Extra.com.br;09/08/2018;3;relÃ³gio masculino;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1718;EX - Extra.com.br;09/08/2018;3;cadeira escritÃ³rio;3;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1719;EX - Extra.com.br;09/08/2018;3;j7 prime;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1720;EX - Extra.com.br;09/08/2018;3;notebook;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:13.0000000
1721;EX - Extra.com.br;09/08/2018;4;iphone;5;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1722;EX - Extra.com.br;09/08/2018;4;tablet;2;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1723;EX - Extra.com.br;09/08/2018;4;microondas;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1724;EX - Extra.com.br;09/08/2018;4;extra online;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1725;EX - Extra.com.br;09/08/2018;4;pneu aro 14;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1726;EX - Extra.com.br;09/08/2018;4;cadastro clube extra;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1727;EX - Extra.com.br;09/08/2018;4;relÃ³gio masculino;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1728;EX - Extra.com.br;09/08/2018;4;cadeira escritÃ³rio;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1729;EX - Extra.com.br;09/08/2018;4;j7 prime;2;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1730;EX - Extra.com.br;09/08/2018;4;notebook;13;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:13.0000000
1731;EX - Extra.com.br;09/08/2018;5;iphone;2;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1732;EX - Extra.com.br;09/08/2018;5;tablet;2;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1733;EX - Extra.com.br;09/08/2018;5;microondas;0;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1734;EX - Extra.com.br;09/08/2018;5;extra online;3;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1735;EX - Extra.com.br;09/08/2018;5;pneu aro 14;2;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1736;EX - Extra.com.br;09/08/2018;5;cadastro clube extra;0;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1737;EX - Extra.com.br;09/08/2018;5;relÃ³gio masculino;0;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1738;EX - Extra.com.br;09/08/2018;5;cadeira escritÃ³rio;8;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1739;EX - Extra.com.br;09/08/2018;5;j7 prime;0;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1740;EX - Extra.com.br;09/08/2018;5;notebook;0;Thu.  9 Aug. 2018 (Hour 5);2018-08-14 15:54:13.0000000
1741;EX - Extra.com.br;09/08/2018;6;iphone;6;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1742;EX - Extra.com.br;09/08/2018;6;tablet;11;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1743;EX - Extra.com.br;09/08/2018;6;microondas;0;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1744;EX - Extra.com.br;09/08/2018;6;extra online;2;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1745;EX - Extra.com.br;09/08/2018;6;pneu aro 14;2;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1746;EX - Extra.com.br;09/08/2018;6;cadastro clube extra;2;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1747;EX - Extra.com.br;09/08/2018;6;relÃ³gio masculino;0;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1748;EX - Extra.com.br;09/08/2018;6;cadeira escritÃ³rio;9;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1749;EX - Extra.com.br;09/08/2018;6;j7 prime;4;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1750;EX - Extra.com.br;09/08/2018;6;notebook;25;Thu.  9 Aug. 2018 (Hour 6);2018-08-14 15:54:13.0000000
1751;EX - Extra.com.br;09/08/2018;7;iphone;22;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1752;EX - Extra.com.br;09/08/2018;7;tablet;12;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1753;EX - Extra.com.br;09/08/2018;7;microondas;2;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1754;EX - Extra.com.br;09/08/2018;7;extra online;21;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1755;EX - Extra.com.br;09/08/2018;7;pneu aro 14;57;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1756;EX - Extra.com.br;09/08/2018;7;cadastro clube extra;11;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1757;EX - Extra.com.br;09/08/2018;7;relÃ³gio masculino;10;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1758;EX - Extra.com.br;09/08/2018;7;cadeira escritÃ³rio;5;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1759;EX - Extra.com.br;09/08/2018;7;j7 prime;22;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1760;EX - Extra.com.br;09/08/2018;7;notebook;5;Thu.  9 Aug. 2018 (Hour 7);2018-08-14 15:54:13.0000000
1761;EX - Extra.com.br;09/08/2018;8;iphone;81;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1762;EX - Extra.com.br;09/08/2018;8;tablet;11;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1763;EX - Extra.com.br;09/08/2018;8;microondas;32;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1764;EX - Extra.com.br;09/08/2018;8;extra online;51;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1765;EX - Extra.com.br;09/08/2018;8;pneu aro 14;49;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1766;EX - Extra.com.br;09/08/2018;8;cadastro clube extra;56;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1767;EX - Extra.com.br;09/08/2018;8;relÃ³gio masculino;62;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1768;EX - Extra.com.br;09/08/2018;8;cadeira escritÃ³rio;55;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
