id|reportsuiteid|reportsuitename|data|hour|termo|quantidade|createdat
1998||PF - Pontofrio.com|09/08/2018|7|geladeira|12|2018-08-14 15:54:19.0000000
1999||PF - Pontofrio.com|09/08/2018|7|j7 pro|12|2018-08-14 15:54:19.0000000
2000||PF - Pontofrio.com|09/08/2018|7|moto g6|30|2018-08-14 15:54:19.0000000
2001||PF - Pontofrio.com|09/08/2018|8|notebook|49|2018-08-14 15:54:19.0000000
2002||PF - Pontofrio.com|09/08/2018|8|iphone|156|2018-08-14 15:54:19.0000000
2003||PF - Pontofrio.com|09/08/2018|8|celular|77|2018-08-14 15:54:19.0000000
2004||PF - Pontofrio.com|09/08/2018|8|guarda roupas de casal|64|2018-08-14 15:54:19.0000000
2005||PF - Pontofrio.com|09/08/2018|8|iphone 8|72|2018-08-14 15:54:19.0000000
2006||PF - Pontofrio.com|09/08/2018|8|iphone 7|83|2018-08-14 15:54:19.0000000
2007||PF - Pontofrio.com|09/08/2018|8|microondas|38|2018-08-14 15:54:19.0000000
2008||PF - Pontofrio.com|09/08/2018|8|geladeira|114|2018-08-14 15:54:19.0000000
2009||PF - Pontofrio.com|09/08/2018|8|j7 pro|48|2018-08-14 15:54:19.0000000
2010||PF - Pontofrio.com|09/08/2018|8|moto g6|45|2018-08-14 15:54:19.0000000
2011||PF - Pontofrio.com|09/08/2018|9|notebook|46|2018-08-14 15:54:19.0000000
2012||PF - Pontofrio.com|09/08/2018|9|iphone|104|2018-08-14 15:54:19.0000000
2013||PF - Pontofrio.com|09/08/2018|9|celular|150|2018-08-14 15:54:19.0000000
2014||PF - Pontofrio.com|09/08/2018|9|guarda roupas de casal|144|2018-08-14 15:54:19.0000000
2015||PF - Pontofrio.com|09/08/2018|9|iphone 8|87|2018-08-14 15:54:19.0000000
2016||PF - Pontofrio.com|09/08/2018|9|iphone 7|87|2018-08-14 15:54:19.0000000
2017||PF - Pontofrio.com|09/08/2018|9|microondas|71|2018-08-14 15:54:19.0000000
2018||PF - Pontofrio.com|09/08/2018|9|geladeira|79|2018-08-14 15:54:19.0000000
2019||PF - Pontofrio.com|09/08/2018|9|j7 pro|62|2018-08-14 15:54:19.0000000
2020||PF - Pontofrio.com|09/08/2018|9|moto g6|49|2018-08-14 15:54:19.0000000
2021||PF - Pontofrio.com|09/08/2018|10|notebook|374|2018-08-14 15:54:19.0000000
2022||PF - Pontofrio.com|09/08/2018|10|iphone|160|2018-08-14 15:54:19.0000000
2023||PF - Pontofrio.com|09/08/2018|10|celular|121|2018-08-14 15:54:19.0000000
2024||PF - Pontofrio.com|09/08/2018|10|guarda roupas de casal|182|2018-08-14 15:54:19.0000000
2025||PF - Pontofrio.com|09/08/2018|10|iphone 8|124|2018-08-14 15:54:19.0000000
2026||PF - Pontofrio.com|09/08/2018|10|iphone 7|133|2018-08-14 15:54:19.0000000
2027||PF - Pontofrio.com|09/08/2018|10|microondas|171|2018-08-14 15:54:19.0000000
2028||PF - Pontofrio.com|09/08/2018|10|geladeira|135|2018-08-14 15:54:19.0000000
2029||PF - Pontofrio.com|09/08/2018|10|j7 pro|98|2018-08-14 15:54:19.0000000
2030||PF - Pontofrio.com|09/08/2018|10|moto g6|71|2018-08-14 15:54:19.0000000
2031||PF - Pontofrio.com|09/08/2018|11|notebook|239|2018-08-14 15:54:19.0000000
2032||PF - Pontofrio.com|09/08/2018|11|iphone|164|2018-08-14 15:54:19.0000000
2033||PF - Pontofrio.com|09/08/2018|11|celular|263|2018-08-14 15:54:19.0000000
2034||PF - Pontofrio.com|09/08/2018|11|guarda roupas de casal|220|2018-08-14 15:54:19.0000000
2035||PF - Pontofrio.com|09/08/2018|11|iphone 8|161|2018-08-14 15:54:19.0000000
2036||PF - Pontofrio.com|09/08/2018|11|iphone 7|196|2018-08-14 15:54:19.0000000
2037||PF - Pontofrio.com|09/08/2018|11|microondas|194|2018-08-14 15:54:19.0000000
2038||PF - Pontofrio.com|09/08/2018|11|geladeira|173|2018-08-14 15:54:19.0000000
2039||PF - Pontofrio.com|09/08/2018|11|j7 pro|95|2018-08-14 15:54:19.0000000
2040||PF - Pontofrio.com|09/08/2018|11|moto g6|71|2018-08-14 15:54:19.0000000
2041||PF - Pontofrio.com|09/08/2018|12|notebook|226|2018-08-14 15:54:19.0000000
2042||PF - Pontofrio.com|09/08/2018|12|iphone|100|2018-08-14 15:54:19.0000000
2043||PF - Pontofrio.com|09/08/2018|12|celular|166|2018-08-14 15:54:19.0000000
2044||PF - Pontofrio.com|09/08/2018|12|guarda roupas de casal|93|2018-08-14 15:54:19.0000000
2045||PF - Pontofrio.com|09/08/2018|12|iphone 8|107|2018-08-14 15:54:19.0000000
2046||PF - Pontofrio.com|09/08/2018|12|iphone 7|132|2018-08-14 15:54:19.0000000
2047||PF - Pontofrio.com|09/08/2018|12|microondas|103|2018-08-14 15:54:19.0000000
2048||PF - Pontofrio.com|09/08/2018|12|geladeira|123|2018-08-14 15:54:19.0000000
2049||PF - Pontofrio.com|09/08/2018|12|j7 pro|71|2018-08-14 15:54:19.0000000
2050||PF - Pontofrio.com|09/08/2018|12|moto g6|105|2018-08-14 15:54:19.0000000
2051||PF - Pontofrio.com|09/08/2018|13|notebook|128|2018-08-14 15:54:19.0000000
2052||PF - Pontofrio.com|09/08/2018|13|iphone|155|2018-08-14 15:54:19.0000000
2053||PF - Pontofrio.com|09/08/2018|13|celular|124|2018-08-14 15:54:19.0000000
2054||PF - Pontofrio.com|09/08/2018|13|guarda roupas de casal|110|2018-08-14 15:54:19.0000000
2055||PF - Pontofrio.com|09/08/2018|13|iphone 8|175|2018-08-14 15:54:19.0000000
2056||PF - Pontofrio.com|09/08/2018|13|iphone 7|104|2018-08-14 15:54:19.0000000
2057||PF - Pontofrio.com|09/08/2018|13|microondas|117|2018-08-14 15:54:19.0000000
2058||PF - Pontofrio.com|09/08/2018|13|geladeira|86|2018-08-14 15:54:19.0000000
2059||PF - Pontofrio.com|09/08/2018|13|j7 pro|121|2018-08-14 15:54:19.0000000
2060||PF - Pontofrio.com|09/08/2018|13|moto g6|100|2018-08-14 15:54:19.0000000
2061||PF - Pontofrio.com|09/08/2018|14|notebook|164|2018-08-14 15:54:19.0000000
2062||PF - Pontofrio.com|09/08/2018|14|iphone|88|2018-08-14 15:54:19.0000000
2063||PF - Pontofrio.com|09/08/2018|14|celular|55|2018-08-14 15:54:19.0000000
2064||PF - Pontofrio.com|09/08/2018|14|guarda roupas de casal|112|2018-08-14 15:54:19.0000000
2065||PF - Pontofrio.com|09/08/2018|14|iphone 8|162|2018-08-14 15:54:19.0000000
2066||PF - Pontofrio.com|09/08/2018|14|iphone 7|177|2018-08-14 15:54:19.0000000
2067||PF - Pontofrio.com|09/08/2018|14|microondas|160|2018-08-14 15:54:19.0000000
2068||PF - Pontofrio.com|09/08/2018|14|geladeira|109|2018-08-14 15:54:19.0000000
2069||PF - Pontofrio.com|09/08/2018|14|j7 pro|118|2018-08-14 15:54:19.0000000
2070||PF - Pontofrio.com|09/08/2018|14|moto g6|101|2018-08-14 15:54:19.0000000
2071||PF - Pontofrio.com|09/08/2018|15|notebook|160|2018-08-14 15:54:19.0000000
2072||PF - Pontofrio.com|09/08/2018|15|iphone|117|2018-08-14 15:54:19.0000000
2073||PF - Pontofrio.com|09/08/2018|15|celular|112|2018-08-14 15:54:19.0000000
2074||PF - Pontofrio.com|09/08/2018|15|guarda roupas de casal|127|2018-08-14 15:54:19.0000000
2075||PF - Pontofrio.com|09/08/2018|15|iphone 8|132|2018-08-14 15:54:19.0000000
2076||PF - Pontofrio.com|09/08/2018|15|iphone 7|163|2018-08-14 15:54:19.0000000
2077||PF - Pontofrio.com|09/08/2018|15|microondas|157|2018-08-14 15:54:19.0000000
2078||PF - Pontofrio.com|09/08/2018|15|geladeira|99|2018-08-14 15:54:19.0000000
2079||PF - Pontofrio.com|09/08/2018|15|j7 pro|105|2018-08-14 15:54:19.0000000
2080||PF - Pontofrio.com|09/08/2018|15|moto g6|70|2018-08-14 15:54:19.0000000
2081||PF - Pontofrio.com|09/08/2018|16|notebook|173|2018-08-14 15:54:19.0000000
2082||PF - Pontofrio.com|09/08/2018|16|iphone|141|2018-08-14 15:54:19.0000000
2083||PF - Pontofrio.com|09/08/2018|16|celular|154|2018-08-14 15:54:19.0000000
2084||PF - Pontofrio.com|09/08/2018|16|guarda roupas de casal|143|2018-08-14 15:54:19.0000000
2085||PF - Pontofrio.com|09/08/2018|16|iphone 8|135|2018-08-14 15:54:19.0000000
2086||PF - Pontofrio.com|09/08/2018|16|iphone 7|153|2018-08-14 15:54:19.0000000
2087||PF - Pontofrio.com|09/08/2018|16|microondas|247|2018-08-14 15:54:19.0000000
2088||PF - Pontofrio.com|09/08/2018|16|geladeira|140|2018-08-14 15:54:19.0000000
2089||PF - Pontofrio.com|09/08/2018|16|j7 pro|96|2018-08-14 15:54:19.0000000
2090||PF - Pontofrio.com|09/08/2018|16|moto g6|63|2018-08-14 15:54:19.0000000
2091||PF - Pontofrio.com|09/08/2018|17|notebook|92|2018-08-14 15:54:19.0000000
2092||PF - Pontofrio.com|09/08/2018|17|iphone|129|2018-08-14 15:54:19.0000000
2093||PF - Pontofrio.com|09/08/2018|17|celular|133|2018-08-14 15:54:19.0000000
2094||PF - Pontofrio.com|09/08/2018|17|guarda roupas de casal|80|2018-08-14 15:54:19.0000000
2095||PF - Pontofrio.com|09/08/2018|17|iphone 8|83|2018-08-14 15:54:19.0000000
2096||PF - Pontofrio.com|09/08/2018|17|iphone 7|101|2018-08-14 15:54:19.0000000
2097||PF - Pontofrio.com|09/08/2018|17|microondas|118|2018-08-14 15:54:19.0000000
2098||PF - Pontofrio.com|09/08/2018|17|geladeira|92|2018-08-14 15:54:19.0000000
2099||PF - Pontofrio.com|09/08/2018|17|j7 pro|101|2018-08-14 15:54:19.0000000
2100||PF - Pontofrio.com|09/08/2018|17|moto g6|103|2018-08-14 15:54:19.0000000
2101||PF - Pontofrio.com|09/08/2018|18|notebook|150|2018-08-14 15:54:19.0000000
2102||PF - Pontofrio.com|09/08/2018|18|iphone|75|2018-08-14 15:54:19.0000000
2103||PF - Pontofrio.com|09/08/2018|18|celular|93|2018-08-14 15:54:19.0000000
2104||PF - Pontofrio.com|09/08/2018|18|guarda roupas de casal|112|2018-08-14 15:54:19.0000000
2105||PF - Pontofrio.com|09/08/2018|18|iphone 8|62|2018-08-14 15:54:19.0000000
2106||PF - Pontofrio.com|09/08/2018|18|iphone 7|81|2018-08-14 15:54:19.0000000
2107||PF - Pontofrio.com|09/08/2018|18|microondas|57|2018-08-14 15:54:19.0000000
2108||PF - Pontofrio.com|09/08/2018|18|geladeira|123|2018-08-14 15:54:19.0000000
2109||PF - Pontofrio.com|09/08/2018|18|j7 pro|76|2018-08-14 15:54:19.0000000
2110||PF - Pontofrio.com|09/08/2018|18|moto g6|86|2018-08-14 15:54:19.0000000
2111||PF - Pontofrio.com|09/08/2018|19|notebook|117|2018-08-14 15:54:19.0000000
2112||PF - Pontofrio.com|09/08/2018|19|iphone|95|2018-08-14 15:54:19.0000000
2113||PF - Pontofrio.com|09/08/2018|19|celular|66|2018-08-14 15:54:19.0000000
2114||PF - Pontofrio.com|09/08/2018|19|guarda roupas de casal|25|2018-08-14 15:54:19.0000000
2115||PF - Pontofrio.com|09/08/2018|19|iphone 8|110|2018-08-14 15:54:19.0000000
2116||PF - Pontofrio.com|09/08/2018|19|iphone 7|96|2018-08-14 15:54:19.0000000
2117||PF - Pontofrio.com|09/08/2018|19|microondas|90|2018-08-14 15:54:19.0000000
2118||PF - Pontofrio.com|09/08/2018|19|geladeira|109|2018-08-14 15:54:19.0000000
2119||PF - Pontofrio.com|09/08/2018|19|j7 pro|64|2018-08-14 15:54:19.0000000
2120||PF - Pontofrio.com|09/08/2018|19|moto g6|56|2018-08-14 15:54:19.0000000
2121||PF - Pontofrio.com|09/08/2018|20|notebook|126|2018-08-14 15:54:19.0000000
2122||PF - Pontofrio.com|09/08/2018|20|iphone|124|2018-08-14 15:54:19.0000000
2123||PF - Pontofrio.com|09/08/2018|20|celular|176|2018-08-14 15:54:19.0000000
2124||PF - Pontofrio.com|09/08/2018|20|guarda roupas de casal|150|2018-08-14 15:54:19.0000000
2125||PF - Pontofrio.com|09/08/2018|20|iphone 8|90|2018-08-14 15:54:19.0000000
2126||PF - Pontofrio.com|09/08/2018|20|iphone 7|120|2018-08-14 15:54:19.0000000
2127||PF - Pontofrio.com|09/08/2018|20|microondas|72|2018-08-14 15:54:19.0000000
2128||PF - Pontofrio.com|09/08/2018|20|geladeira|110|2018-08-14 15:54:19.0000000
2129||PF - Pontofrio.com|09/08/2018|20|j7 pro|65|2018-08-14 15:54:19.0000000
2130||PF - Pontofrio.com|09/08/2018|20|moto g6|99|2018-08-14 15:54:19.0000000
2131||PF - Pontofrio.com|09/08/2018|21|notebook|129|2018-08-14 15:54:19.0000000
2132||PF - Pontofrio.com|09/08/2018|21|iphone|70|2018-08-14 15:54:19.0000000
2133||PF - Pontofrio.com|09/08/2018|21|celular|97|2018-08-14 15:54:19.0000000
2134||PF - Pontofrio.com|09/08/2018|21|guarda roupas de casal|145|2018-08-14 15:54:19.0000000
2135||PF - Pontofrio.com|09/08/2018|21|iphone 8|113|2018-08-14 15:54:19.0000000
2136||PF - Pontofrio.com|09/08/2018|21|iphone 7|85|2018-08-14 15:54:19.0000000
2137||PF - Pontofrio.com|09/08/2018|21|microondas|100|2018-08-14 15:54:19.0000000
2138||PF - Pontofrio.com|09/08/2018|21|geladeira|90|2018-08-14 15:54:19.0000000
2139||PF - Pontofrio.com|09/08/2018|21|j7 pro|76|2018-08-14 15:54:19.0000000
2140||PF - Pontofrio.com|09/08/2018|21|moto g6|62|2018-08-14 15:54:19.0000000
2141||PF - Pontofrio.com|09/08/2018|22|notebook|56|2018-08-14 15:54:19.0000000
2142||PF - Pontofrio.com|09/08/2018|22|iphone|73|2018-08-14 15:54:19.0000000
2143||PF - Pontofrio.com|09/08/2018|22|celular|69|2018-08-14 15:54:19.0000000
2144||PF - Pontofrio.com|09/08/2018|22|guarda roupas de casal|86|2018-08-14 15:54:19.0000000
2145||PF - Pontofrio.com|09/08/2018|22|iphone 8|66|2018-08-14 15:54:19.0000000
2146||PF - Pontofrio.com|09/08/2018|22|iphone 7|66|2018-08-14 15:54:19.0000000
2147||PF - Pontofrio.com|09/08/2018|22|microondas|66|2018-08-14 15:54:19.0000000
2148||PF - Pontofrio.com|09/08/2018|22|geladeira|66|2018-08-14 15:54:19.0000000
2149||PF - Pontofrio.com|09/08/2018|22|j7 pro|66|2018-08-14 15:54:19.0000000
2150||PF - Pontofrio.com|09/08/2018|22|moto g6|82|2018-08-14 15:54:19.0000000
2151||PF - Pontofrio.com|09/08/2018|23|notebook|35|2018-08-14 15:54:19.0000000
2152||PF - Pontofrio.com|09/08/2018|23|iphone|40|2018-08-14 15:54:19.0000000
2153||PF - Pontofrio.com|09/08/2018|23|celular|23|2018-08-14 15:54:19.0000000
2154||PF - Pontofrio.com|09/08/2018|23|guarda roupas de casal|17|2018-08-14 15:54:19.0000000
2155||PF - Pontofrio.com|09/08/2018|23|iphone 8|82|2018-08-14 15:54:19.0000000
2156||PF - Pontofrio.com|09/08/2018|23|iphone 7|51|2018-08-14 15:54:19.0000000
2157||PF - Pontofrio.com|09/08/2018|23|microondas|18|2018-08-14 15:54:19.0000000
2158||PF - Pontofrio.com|09/08/2018|23|geladeira|35|2018-08-14 15:54:19.0000000
2159||PF - Pontofrio.com|09/08/2018|23|j7 pro|43|2018-08-14 15:54:19.0000000
2160||PF - Pontofrio.com|09/08/2018|23|moto g6|49|2018-08-14 15:54:19.0000000
2161||CM - Casas Bahia Mobile|09/08/2018|0|guarda roupa|273|2018-08-14 15:54:25.0000000
2162||CM - Casas Bahia Mobile|09/08/2018|0|smart tv|224|2018-08-14 15:54:25.0000000
2163||CM - Casas Bahia Mobile|09/08/2018|0|celular|127|2018-08-14 15:54:25.0000000
2164||CM - Casas Bahia Mobile|09/08/2018|0|cama box casal|188|2018-08-14 15:54:25.0000000
2165||CM - Casas Bahia Mobile|09/08/2018|0|geladeira|163|2018-08-14 15:54:25.0000000
2166||CM - Casas Bahia Mobile|09/08/2018|0|microondas|216|2018-08-14 15:54:25.0000000
2167||CM - Casas Bahia Mobile|09/08/2018|0|geladeira frost free|106|2018-08-14 15:54:25.0000000
2168||CM - Casas Bahia Mobile|09/08/2018|0|painel para tv|121|2018-08-14 15:54:25.0000000
2169||CM - Casas Bahia Mobile|09/08/2018|0|iphone|143|2018-08-14 15:54:25.0000000
2170||CM - Casas Bahia Mobile|09/08/2018|0|notebook|112|2018-08-14 15:54:25.0000000
2171||CM - Casas Bahia Mobile|09/08/2018|1|guarda roupa|295|2018-08-14 15:54:25.0000000
2172||CM - Casas Bahia Mobile|09/08/2018|1|smart tv|122|2018-08-14 15:54:25.0000000
2173||CM - Casas Bahia Mobile|09/08/2018|1|celular|43|2018-08-14 15:54:25.0000000
2174||CM - Casas Bahia Mobile|09/08/2018|1|cama box casal|101|2018-08-14 15:54:25.0000000
2175||CM - Casas Bahia Mobile|09/08/2018|1|geladeira|101|2018-08-14 15:54:25.0000000
2176||CM - Casas Bahia Mobile|09/08/2018|1|microondas|57|2018-08-14 15:54:25.0000000
2177||CM - Casas Bahia Mobile|09/08/2018|1|geladeira frost free|60|2018-08-14 15:54:25.0000000
2178||CM - Casas Bahia Mobile|09/08/2018|1|painel para tv|88|2018-08-14 15:54:25.0000000
2179||CM - Casas Bahia Mobile|09/08/2018|1|iphone|68|2018-08-14 15:54:25.0000000
2180||CM - Casas Bahia Mobile|09/08/2018|1|notebook|50|2018-08-14 15:54:25.0000000
2181||CM - Casas Bahia Mobile|09/08/2018|2|guarda roupa|121|2018-08-14 15:54:25.0000000
2182||CM - Casas Bahia Mobile|09/08/2018|2|smart tv|68|2018-08-14 15:54:25.0000000
2183||CM - Casas Bahia Mobile|09/08/2018|2|celular|36|2018-08-14 15:54:25.0000000
2184||CM - Casas Bahia Mobile|09/08/2018|2|cama box casal|65|2018-08-14 15:54:25.0000000
2185||CM - Casas Bahia Mobile|09/08/2018|2|geladeira|20|2018-08-14 15:54:25.0000000
2186||CM - Casas Bahia Mobile|09/08/2018|2|microondas|38|2018-08-14 15:54:25.0000000
2187||CM - Casas Bahia Mobile|09/08/2018|2|geladeira frost free|27|2018-08-14 15:54:25.0000000
2188||CM - Casas Bahia Mobile|09/08/2018|2|painel para tv|24|2018-08-14 15:54:25.0000000
2189||CM - Casas Bahia Mobile|09/08/2018|2|iphone|95|2018-08-14 15:54:25.0000000
2190||CM - Casas Bahia Mobile|09/08/2018|2|notebook|53|2018-08-14 15:54:25.0000000
2191||CM - Casas Bahia Mobile|09/08/2018|3|guarda roupa|43|2018-08-14 15:54:25.0000000
2192||CM - Casas Bahia Mobile|09/08/2018|3|smart tv|21|2018-08-14 15:54:25.0000000
2193||CM - Casas Bahia Mobile|09/08/2018|3|celular|12|2018-08-14 15:54:25.0000000
2194||CM - Casas Bahia Mobile|09/08/2018|3|cama box casal|17|2018-08-14 15:54:25.0000000
2195||CM - Casas Bahia Mobile|09/08/2018|3|geladeira|33|2018-08-14 15:54:25.0000000
2196||CM - Casas Bahia Mobile|09/08/2018|3|microondas|14|2018-08-14 15:54:25.0000000
2197||CM - Casas Bahia Mobile|09/08/2018|3|geladeira frost free|21|2018-08-14 15:54:25.0000000
2198||CM - Casas Bahia Mobile|09/08/2018|3|painel para tv|29|2018-08-14 15:54:25.0000000
2199||CM - Casas Bahia Mobile|09/08/2018|3|iphone|45|2018-08-14 15:54:25.0000000
2200||CM - Casas Bahia Mobile|09/08/2018|3|notebook|16|2018-08-14 15:54:25.0000000
2201||CM - Casas Bahia Mobile|09/08/2018|4|guarda roupa|20|2018-08-14 15:54:25.0000000
2202||CM - Casas Bahia Mobile|09/08/2018|4|smart tv|21|2018-08-14 15:54:25.0000000
2203||CM - Casas Bahia Mobile|09/08/2018|4|celular|10|2018-08-14 15:54:25.0000000
2204||CM - Casas Bahia Mobile|09/08/2018|4|cama box casal|25|2018-08-14 15:54:25.0000000
2205||CM - Casas Bahia Mobile|09/08/2018|4|geladeira|8|2018-08-14 15:54:25.0000000
2206||CM - Casas Bahia Mobile|09/08/2018|4|microondas|37|2018-08-14 15:54:25.0000000
2207||CM - Casas Bahia Mobile|09/08/2018|4|geladeira frost free|13|2018-08-14 15:54:25.0000000
2208||CM - Casas Bahia Mobile|09/08/2018|4|painel para tv|11|2018-08-14 15:54:25.0000000
2209||CM - Casas Bahia Mobile|09/08/2018|4|iphone|34|2018-08-14 15:54:25.0000000
2210||CM - Casas Bahia Mobile|09/08/2018|4|notebook|12|2018-08-14 15:54:25.0000000
2211||CM - Casas Bahia Mobile|09/08/2018|5|guarda roupa|69|2018-08-14 15:54:25.0000000
2212||CM - Casas Bahia Mobile|09/08/2018|5|smart tv|50|2018-08-14 15:54:25.0000000
2213||CM - Casas Bahia Mobile|09/08/2018|5|celular|17|2018-08-14 15:54:25.0000000
2214||CM - Casas Bahia Mobile|09/08/2018|5|cama box casal|41|2018-08-14 15:54:25.0000000
2215||CM - Casas Bahia Mobile|09/08/2018|5|geladeira|31|2018-08-14 15:54:25.0000000
2216||CM - Casas Bahia Mobile|09/08/2018|5|microondas|16|2018-08-14 15:54:25.0000000
2217||CM - Casas Bahia Mobile|09/08/2018|5|geladeira frost free|47|2018-08-14 15:54:25.0000000
2218||CM - Casas Bahia Mobile|09/08/2018|5|painel para tv|45|2018-08-14 15:54:25.0000000
2219||CM - Casas Bahia Mobile|09/08/2018|5|iphone|20|2018-08-14 15:54:25.0000000
2220||CM - Casas Bahia Mobile|09/08/2018|5|notebook|16|2018-08-14 15:54:25.0000000
2221||CM - Casas Bahia Mobile|09/08/2018|6|guarda roupa|92|2018-08-14 15:54:25.0000000
2222||CM - Casas Bahia Mobile|09/08/2018|6|smart tv|117|2018-08-14 15:54:25.0000000
2223||CM - Casas Bahia Mobile|09/08/2018|6|celular|84|2018-08-14 15:54:25.0000000
2224||CM - Casas Bahia Mobile|09/08/2018|6|cama box casal|60|2018-08-14 15:54:25.0000000
2225||CM - Casas Bahia Mobile|09/08/2018|6|geladeira|24|2018-08-14 15:54:25.0000000
2226||CM - Casas Bahia Mobile|09/08/2018|6|microondas|99|2018-08-14 15:54:25.0000000
2227||CM - Casas Bahia Mobile|09/08/2018|6|geladeira frost free|49|2018-08-14 15:54:25.0000000
2228||CM - Casas Bahia Mobile|09/08/2018|6|painel para tv|52|2018-08-14 15:54:25.0000000
2229||CM - Casas Bahia Mobile|09/08/2018|6|iphone|61|2018-08-14 15:54:25.0000000
2230||CM - Casas Bahia Mobile|09/08/2018|6|notebook|54|2018-08-14 15:54:25.0000000
2231||CM - Casas Bahia Mobile|09/08/2018|7|guarda roupa|211|2018-08-14 15:54:25.0000000
2232||CM - Casas Bahia Mobile|09/08/2018|7|smart tv|146|2018-08-14 15:54:25.0000000
2233||CM - Casas Bahia Mobile|09/08/2018|7|celular|87|2018-08-14 15:54:25.0000000
2234||CM - Casas Bahia Mobile|09/08/2018|7|cama box casal|100|2018-08-14 15:54:25.0000000
2235||CM - Casas Bahia Mobile|09/08/2018|7|geladeira|106|2018-08-14 15:54:25.0000000
2236||CM - Casas Bahia Mobile|09/08/2018|7|microondas|88|2018-08-14 15:54:25.0000000
2237||CM - Casas Bahia Mobile|09/08/2018|7|geladeira frost free|124|2018-08-14 15:54:25.0000000
2238||CM - Casas Bahia Mobile|09/08/2018|7|painel para tv|119|2018-08-14 15:54:25.0000000
2239||CM - Casas Bahia Mobile|09/08/2018|7|iphone|85|2018-08-14 15:54:25.0000000
2240||CM - Casas Bahia Mobile|09/08/2018|7|notebook|70|2018-08-14 15:54:25.0000000
2241||CM - Casas Bahia Mobile|09/08/2018|8|guarda roupa|347|2018-08-14 15:54:25.0000000
2242||CM - Casas Bahia Mobile|09/08/2018|8|smart tv|192|2018-08-14 15:54:25.0000000
2243||CM - Casas Bahia Mobile|09/08/2018|8|celular|172|2018-08-14 15:54:25.0000000
2244||CM - Casas Bahia Mobile|09/08/2018|8|cama box casal|94|2018-08-14 15:54:25.0000000
2245||CM - Casas Bahia Mobile|09/08/2018|8|geladeira|147|2018-08-14 15:54:25.0000000
2246||CM - Casas Bahia Mobile|09/08/2018|8|microondas|109|2018-08-14 15:54:25.0000000
2247||CM - Casas Bahia Mobile|09/08/2018|8|geladeira frost free|112|2018-08-14 15:54:25.0000000
2248||CM - Casas Bahia Mobile|09/08/2018|8|painel para tv|124|2018-08-14 15:54:25.0000000
2249||CM - Casas Bahia Mobile|09/08/2018|8|iphone|147|2018-08-14 15:54:25.0000000
2250||CM - Casas Bahia Mobile|09/08/2018|8|notebook|104|2018-08-14 15:54:25.0000000
2251||CM - Casas Bahia Mobile|09/08/2018|9|guarda roupa|424|2018-08-14 15:54:25.0000000
2252||CM - Casas Bahia Mobile|09/08/2018|9|smart tv|211|2018-08-14 15:54:25.0000000
2253||CM - Casas Bahia Mobile|09/08/2018|9|celular|233|2018-08-14 15:54:25.0000000
2254||CM - Casas Bahia Mobile|09/08/2018|9|cama box casal|121|2018-08-14 15:54:25.0000000
2255||CM - Casas Bahia Mobile|09/08/2018|9|geladeira|201|2018-08-14 15:54:25.0000000
2256||CM - Casas Bahia Mobile|09/08/2018|9|microondas|163|2018-08-14 15:54:25.0000000
2257||CM - Casas Bahia Mobile|09/08/2018|9|geladeira frost free|210|2018-08-14 15:54:25.0000000
2258||CM - Casas Bahia Mobile|09/08/2018|9|painel para tv|152|2018-08-14 15:54:25.0000000
2259||CM - Casas Bahia Mobile|09/08/2018|9|iphone|170|2018-08-14 15:54:25.0000000
2260||CM - Casas Bahia Mobile|09/08/2018|9|notebook|115|2018-08-14 15:54:25.0000000
2261||CM - Casas Bahia Mobile|09/08/2018|10|guarda roupa|413|2018-08-14 15:54:25.0000000
2262||CM - Casas Bahia Mobile|09/08/2018|10|smart tv|280|2018-08-14 15:54:25.0000000
2263||CM - Casas Bahia Mobile|09/08/2018|10|celular|240|2018-08-14 15:54:25.0000000
2264||CM - Casas Bahia Mobile|09/08/2018|10|cama box casal|178|2018-08-14 15:54:25.0000000
2265||CM - Casas Bahia Mobile|09/08/2018|10|geladeira|157|2018-08-14 15:54:25.0000000
2266||CM - Casas Bahia Mobile|09/08/2018|10|microondas|219|2018-08-14 15:54:25.0000000
2267||CM - Casas Bahia Mobile|09/08/2018|10|geladeira frost free|195|2018-08-14 15:54:25.0000000
2268||CM - Casas Bahia Mobile|09/08/2018|10|painel para tv|225|2018-08-14 15:54:25.0000000
2269||CM - Casas Bahia Mobile|09/08/2018|10|iphone|232|2018-08-14 15:54:25.0000000
2270||CM - Casas Bahia Mobile|09/08/2018|10|notebook|215|2018-08-14 15:54:25.0000000
2271||CM - Casas Bahia Mobile|09/08/2018|11|guarda roupa|491|2018-08-14 15:54:25.0000000
2272||CM - Casas Bahia Mobile|09/08/2018|11|smart tv|300|2018-08-14 15:54:25.0000000
2273||CM - Casas Bahia Mobile|09/08/2018|11|celular|277|2018-08-14 15:54:25.0000000
2274||CM - Casas Bahia Mobile|09/08/2018|11|cama box casal|191|2018-08-14 15:54:25.0000000
2275||CM - Casas Bahia Mobile|09/08/2018|11|geladeira|184|2018-08-14 15:54:25.0000000
2276||CM - Casas Bahia Mobile|09/08/2018|11|microondas|249|2018-08-14 15:54:25.0000000
2277||CM - Casas Bahia Mobile|09/08/2018|11|geladeira frost free|166|2018-08-14 15:54:25.0000000
2278||CM - Casas Bahia Mobile|09/08/2018|11|painel para tv|207|2018-08-14 15:54:25.0000000
